OSM_ID,Street_Name,Latitude,Longitude
44007163,Ashgate Road,-30.0318089,30.8928801
161771134,Ashlea's Amble,-28.9520944,29.2051155
48611359,Ashley Avenue,-29.7588398,31.0521142
18914167,Ashley Drive,-29.7908643,30.7811569
190559485,Ashley Place,-30.5599708,30.5811553
44470226,Ashley Road,-30.0869743,30.8503222
94731559,Ashmead Drive,-30.8814643,30.354554
98633385,Ashmore Road,-29.5561265,30.3584674
94329075,Ashoka Avenue,-28.5776478,29.7775091
43671652,Ashoka Place,-29.9262291,30.8914122
45884352,Ashpark Place,-29.6728606,31.0167393
706923719,Ashton Avenue,-29.5323738,30.3086288
108251286,Ashton Road,-31.0495438,30.2233385
44013034,Ashtree Avenue,-29.5593812,31.1131541
45880184,Ashvale Close,-29.7083157,30.9950632
45471652,Ashville Place,-29.7305412,31.0740459
38361926,Ashwell Road,-29.8573625,30.9720866
41571225,Ashwin Avenue,-29.8143332,30.8959928
45668815,Ashwood Close,-29.6569847,31.0025794
118758878,Ashwood Drive,-29.57658,30.4249258
44216183,Asibambe Place,-30.002809,30.8831236
48782182,Asidlecrest Way,-29.8553771,30.9774212
43025860,Asigcini Close,-29.8572852,30.9433244
44461042,Asihlenge Place,-29.9965105,30.8921676
44215522,Asijiki Road,-29.969507,30.9048303
44214427,Asikhulume Lane,-29.9576689,30.9037223
47710807,Asikhuthale Way,-29.716829,30.9332836
44099880,Asinamali Avenue,-29.8930293,30.847228
44426966,Asinamali Close,-29.9416942,30.9484881
43752011,Asiphile Avenue,-29.7813553,30.9110506
44461050,Asiphile Lane,-30.0057603,30.8867393
44461797,Asiphumi Place,-30.0077837,30.8870137
44216333,Asisebenze Close,-29.9543708,30.9103736
47710612,Asithuthuke Way,-29.7188319,30.9324836
438266543,Asiyingeni Lane,-29.7250862,30.9615469
44103458,Asizame Avenue,-29.8729545,30.8526738
438266542,Asizwane Way,-29.7255184,30.9615515
438266544,Asizwanga Road,-29.7256193,30.9610074
48782327,Askew Grove,-29.8681675,30.9869286
810379260,Asmal's Lane,-29.6453522,31.0478434
114201059,Asnika Crescent,-27.7609662,29.9109021
114201066,Asparagus Avenue,-27.7718139,29.8995381
89561154,Asparagus Fern Street,-28.7295797,32.0399372
118759618,Aspen Lane,-29.5719123,30.4254299
45668890,Aspen Link,-29.6584202,31.01575
43672161,Aspern Avenue,-29.9205358,30.8857733
89561171,Asplenium Grove,-28.7329804,32.0413742
114201060,Asplenium Street,-27.7738796,29.8971048
32458420,Assagay Crescent,-29.783481,30.7425285
121762561,Assagay Road,-29.7710211,30.7517068
45082584,Assegai Crescent,-29.9356949,30.9837784
89090871,Assegai Road,-29.6190705,30.4129384
45242216,Assembly Road,-29.9208964,30.9980258
87322194,Assurance Street,-29.5986153,30.3787599
88425952,Aster Crescent,-28.5871866,29.794966
48403286,Aster Drive,-29.644175,31.01634
38160269,Aster Place,-29.8224771,30.9965301
45445792,Aster Road,-29.6681652,31.0498899
44013025,Aster Terrace,-29.5853043,31.1010467
432560138,Asteria Road,-30.1157124,30.8431239
43672550,Asteroid Avenue,-29.908321,30.9068379
44099661,Astor Close,-29.9144554,30.8402144
61480657,Astor Road,-30.7990945,30.4121345
44370226,Astoria Road,-29.8995083,30.9369335
796600848,Astral Crescent,-29.742847,31.0697661
43671955,Astral Drive,-29.9058596,30.90111
432560137,Athena Road,-30.1170389,30.8448176
44446274,Atherstone Place,-29.9267476,30.9621736
182426952,Athlone,-29.2089196,29.992041
46441906,Athlone Avenue,-29.4865752,30.2226326
48667657,Athlone Drive,-29.8139366,31.0385669
44461829,Athlone Place,-30.0172785,30.9199057
48610809,Athlone Road,-29.7834829,31.0258746
46448691,Athlone Street,-29.4861066,30.2238858
44470232,Athol Paton Drive,-30.0438372,30.8854759
54057415,Athol Road,-30.6647433,30.510903
45242218,Atholl Crescent,-29.9175769,31.003286
45883087,Atholpark Place,-29.6752433,31.0182633
44102704,Atlantic Crescent,-29.8647762,30.8143386
44099978,Atlas Street,-29.8912473,30.8703405
590528109,Atlens Terrace,-30.0678525,30.8740205
48610836,Atterbury Road,-29.7939827,31.0195558
41571186,Attercliffe Road,-29.8321813,30.9219412
124211154,Atwell Road,-29.5988093,30.3477204
55881394,Auben Road,-30.7214886,30.4588696
48611181,Aubrey Drive,-29.761618,31.060109
42897154,Aubrey Road,-29.8136361,30.8438302
118729444,Auburn Place,-29.636905,30.4268295
48391611,Auckland Place,-29.7892694,31.016946
45471861,Audley Close,-29.7282255,31.0769493
48667272,Audley Gardens,-29.8291312,31.0067535
41571151,Audley Road,-29.8290444,30.9077353
417433499,Audrey Crescent,-29.5061202,31.2008422
87439258,Augusta Road,-29.5587648,30.3863416
180436857,Augusta Street,-28.7711224,32.1004894
860944385,Ault Road,-30.9119402,30.3234113
39344957,Aum Road,-29.865565,30.9583037
78623578,Auriga Street,-27.7738544,29.9133882
125859308,Aurora Crescent,-28.7663238,31.8904461
533117817,Aurora Drive,-29.7252882,31.0694284
95553217,Aurora Place,-29.5419747,30.4028108
45242219,Aurora Road,-29.9268124,31.0003144
45669143,Austen Avenue,-29.6407109,31.0380372
45082585,Austerville Drive,-29.9393571,30.9806807
42897072,Austin Place,-29.8310525,30.8404818
45445428,Autumn Drive,-29.7183367,31.0718461
42644310,Autumn Grove,-29.8908068,30.9186289
43672590,Autumn Place,-29.9167853,30.9171475
45882897,Autumnpark Avenue,-29.6774633,31.0151911
87265625,Ava Lane,-28.545968,29.7766076
45881408,Avalen Crescent,-29.699462,30.9964304
44004268,Avenger Road,-29.5422479,31.1324056
45882885,Avenpalm Gardens,-29.6796363,31.0230121
42897520,Avent Road,-29.821191,30.8829175
193666044,Aventurine Way,-29.5568233,30.4241753
48015135,Avenue Road,-27.5807344,31.2875839
